"id","content","publishTime","sid","zan","nozan"
"18758","摸摸头","2017-10-10 21:57:37","4450","1","0"
"18759","你不会是我女票吧。。。","2017-10-10 22:02:04","4356","0","0"
"18760","也许他爱，也许他不爱。但是如果自己会难受………选择在一起必然是要有所牺牲，这种付出和宽容是否是自己能长期给出的","2017-10-10 22:03:48","4449","1","0"
"18761","过好自己的日子。喜欢一个人也很美好。","2017-10-10 22:06:12","4448","0","0"
"18762","没听过朋友圈分享的歌……如果有了喜欢的人这个flag也许能倒吧，hhh....","2017-10-10 22:09:39","4445","0","0"
"18763","那么巧，我也想找一个女朋友哈哈哈","2017-10-10 22:09:40","4452","2","0"
"18764","加油","2017-10-10 22:11:14","4444","0","0"
"18765","感觉喜欢的话会这样。但是仅仅这样，好像又不知道算不算喜欢","2017-10-10 22:12:29","4441","0","0"
"18766","哈哈哈哈看得我再也不敢对好朋友有非分之想，对啊，对方会很困扰吧。就算喜欢也不会主动说的，那些都不重要。彼此陪伴的时间很不错啊","2017-10-10 22:15:08","4440","1","0"
"18767","有的哦～但是要有缘分才行咯。如果你是指特定的对象的话，感觉也不能强求。有时真的做不了朋友","2017-10-10 22:17:13","4439","0","0"
"18768","哈哈哈","2017-10-10 22:18:55","4436","0","0"
"18769"," @#9 从哪里看出了的?    ?  ","2017-10-10 22:19:03","4438","0","0"
"18770","为毛我周围的大熊猫妹子都单身，让我认为单身很正常","2017-10-10 22:20:27","4452","2","0"
"18771","因为一般人不会讲这些的，虽然我们可以匿名，所以我在想到底该是一个什么样的人才会说呢，大概就是可爱了","2017-10-10 22:20:49","4438","0","0"
"18772","是成绩吗？","2017-10-10 22:22:22","4443","0","0"
"18773","如果脸不丑，主动点表示，应该会有。","2017-10-10 22:25:14","4452","1","0"
"18774","隔着楼抱抱你","2017-10-10 22:29:02","4446","1","0"
"18775","至今没有。
喜欢一个人，愿和TA站在一起，
在烈火中央，而不退缩。","2017-10-10 22:31:18","4441","0","0"
"18776","你这个……心态不好，不好","2017-10-10 22:36:02","4452","4","0"
"18777","心疼楼主，不用过分去迎合你的父母，先定好自己未来的目标，现在咬咬牙忍下去，过渡一下，不然一辈子都被钱追赶。","2017-10-10 22:37:36","4446","1","0"
"18778"," @#11 这也可以归结为可爱吗","2017-10-10 22:38:21","4438","0","0"
"18779","你要相信，这是可以的！","2017-10-10 22:39:10","4438","0","0"
"18780","？？？？到底是老夫是假的男生，还是现在的年轻人太奔放？？？红豆泥不同意456楼的看法，告白是关系到了一定程度才干的事情啊，根本不该是冲锋的号角啊……","2017-10-10 22:39:25","4447","0","0"
"18781","哈哈我也是","2017-10-10 22:43:09","4452","1","0"
"18782","我们寝室的都没男朋友，单身四年…","2017-10-10 22:49:11","4452","1","0"
"18783","你开心就好 @#13 ","2017-10-10 22:55:27","4438","0","0"
"18784","目前我们寝室也都单身，可遇而不可求！你觉得身边没有，那应该是你还没有急到主动去发现认识，如若自身没有足够吸引人的资本来等着别人群群来追。那就自己主动点。不过，我猜大多数女生都应该是喜欢被动吧！反正我是！","2017-10-10 22:59:49","4452","2","0"
"18785","留下联系方式试试呗","2017-10-10 23:05:54","4452","1","0"
"18786","可以啊。。我有一个认识了16年的女性朋友。。没错，就是相当于青梅竹马的那种。但之间真的只是纯洁的友谊。","2017-10-10 23:09:12","4439","0","0"
"18787","坦白说明自己的想法吧。既然是最好的异性朋友，Ta会理解吧！说话技巧高级点，一定不要让对方觉得尴尬，还要让对方明白即使这样坦诚表白了，你可以做到像以前一样相处啊！这样对方才不会有心理负担！","2017-10-10 23:11:48","4440","1","0"
"18788","大家好，给大家介绍一下，这是我女朋友@悄主","2017-10-10 23:18:47","4452","3","0"
"18789"," @#7 那怎么判断他喜欢你，毕竟发现你以为他喜欢你，结果人家只是无聊而已，这种事错觉假象太多了，告白晚点也行，也支持前期含蓄的表达，但一直暧昧就算了吧。","2017-10-10 23:23:01","4447","2","0"
"18790"," @#13 ?  ? 我以为我们能交朋友…………","2017-10-10 23:28:51","4438","0","0"
"18791","顺其自然呗。既然没有男朋友，那就充实自己。","2017-10-10 23:32:38","4452","0","0"
"18792","家里经济条件也很差，因为体测没达评优标准，连奖学金都没有的我。。嗯，怎么说，我欣赏你的上进。我也能理解我们面对某些东西时的自卑感。好像真的是无力改变的，没法不感到卑微。因为不得不活得斤斤计较，所以我一直是一个人。自己无法忍受自己永远处于卑微的那一方…","2017-10-10 23:33:39","4448","2","0"
"18793","但是，还是努力寻找活得自在点的方式生活吧。希望我们某一天都能优秀到战胜那些卑微感。","2017-10-10 23:35:12","4448","1","0"
"18794","悄主加油～无论是为了什么，让自己身体健康总没错～","2017-10-10 23:40:24","4454","1","0"
"18795"," @#2 你懂。谢谢你的鼓励，保持上进是唯一的路，希望我们某一天优秀到战胜卑微感！共勉 (๑´ㅂ`๑)","2017-10-10 23:44:19","4448","0","0"
"18796","这种感情在一起也太累了吧，不管怎样，都觉得不能委屈了自己。如果你觉得很喜欢的在一起，委屈也是值得的，那你就坚持。不过如果是我的话，应该不会。","2017-10-10 23:55:29","4449","0","0"
"18797","这几天刷知乎看到的:一般你开始怀疑了就很有可能是真的。","2017-10-10 23:59:44","4449","0","0"
"18798","暖暖的感觉，加油吧＾０＾~","2017-10-11 00:12:39","4454","1","0"
"18799","这么艰难的吗，其实真的要生活费的话不一定要去实习啊，去做一些薪酬比较高的兼职就好了呀。而且看你说的一个月大概用1000块左右，那先做点兼职或者先让朋友借一下都可以吧？兼职像家教就很好啊，最多花个一天的时间就能够一个星期的生活费了。
嗯，是华工的小姐姐吗？如果真的需要的话我可以先把我目前的这份家教给你做，一个初三的小朋友，教数学和物理，两个小时一百块，报销车费，就是有点远，不过每次也是在周末花一个半天就可以了。如果真的需要的话回复一下我吧~我给你我的微信号
还有悄主如果真的自己想考公务员就好好的努力哈?","2017-10-11 00:15:41","4446","1","0"
"18800","不听啊","2017-10-11 00:19:03","4445","0","0"
"18801","并不一定会主动，比如我对喜欢的女生就很小心翼翼，甚至不去靠得太近。因为怕一紧张就尴尬了。","2017-10-11 00:22:52","4415","1","0"
"18802","记不住生日什么的还好，不回信息过分啊","2017-10-11 00:23:09","4449","0","0"
"18803","跟悄主有一样的想法！我感觉我发朋友圈的歌大概也没人会点开听！加好友互相听歌吧hhh","2017-10-11 00:30:43","4445","0","0"
"18804","复四楼，我也觉得直觉还是蛮准的，但是我的心却一直否认，很想得到反而得不到，是不是容易得手的东西都不会珍惜？有时候觉得他好自恋，有次看到他跟他好兄弟，说他们像，他就说哪像，我比他帅多了什么的，反正一直夸自己","2017-10-11 00:35:59","4449","0","0"
"18805","复五楼，也不是不回信息，就是他比我先来广州答应了帮我看房子，可能那几天塞车吧，过了两天都没信息给我，然后我就给他信息，他说还没找，还委屈说塞车什么的，而且还到了另一个地方，根本就是忘了嘛，忘了就忘了，直说，我不怪你呀，一点消息也没有。真挺气的","2017-10-11 00:39:03","4449","0","0"
"18806"," @#6 有时会帮对方辩解，这样冷处理让你死心也是不想耽误你啊233，真的是喜欢的人做什么都是对的","2017-10-11 00:39:58","4432","0","0"
"18807","我不想委屈自己，很想分手，但是也还是很喜欢他，他跟女生发信息在一起我都会很难受? ","2017-10-11 00:40:35","4449","0","0"
"18808","耳塞习惯了就好……","2017-10-11 08:34:02","4458","0","0"
"18809","磨牙久了很有害的，牙齿磨损岁数大了容易那啥我就不明说了。之前我有一个同学也会，后来去医院牙科配了一个牙套好了很多，不过价格比较贵，建议你宿友考虑一下","2017-10-11 08:42:29","4458","0","0"
"18810","我觉得，深情就是归于平淡","2017-10-11 08:43:24","4457","0","0"
"18811","不是一起出去玩就是合群，量力而行。可以通过多参加集体活动来培养感情的。","2017-10-11 08:45:01","4456","0","0"
"18812","此评论已被删除","2017-10-11 08:45:36","4452","0","0"
"18813","多读书","2017-10-11 08:45:57","4452","0","0"
"18814","文笔这么好，不写点东西不觉得可惜吗","2017-10-11 08:46:40","4451","0","0"
"18815","说什么安慰鼓励的我不会，保持一颗平常心，做自己想做的，大多给你提意见的在实际上给不了什么帮助","2017-10-11 08:49:22","4446","1","0"
"18816","谢谢12楼和其他同学～三年都撑过去了剩下一年也可以哈哈，赚钱其实不难只是心有点累，我还好～分享了下开心很多嗯～
很快就毕业啦会越来越好～看到留言很温暖谢谢大家❤️","2017-10-11 08:51:06","4446","1","0"
"18817","认真的男生没到时机成熟是不会随便表白的……上来就 表白的……来的快去的也快","2017-10-11 09:18:49","4447","0","0"
"18818","这种没办法的…睡着后的事再有自制力的人都控制不了，送你一句话，住宿舍就是用低廉的价格去适应群体生活。","2017-10-11 10:05:51","4458","0","0"
"18819","祝你幸福，找到适合自己疼爱自己的他","2017-10-11 10:56:20","4459","0","0"
"18820","那就早睡早起，在室友睡前睡","2017-10-11 10:59:43","4458","0","0"
"18821","谢谢，给你比个心","2017-10-11 11:28:10","4459","0","0"
"18822","拿了国励的我也是贫民小辈，也是打工学习挣钱养自己，但还是挺好的，因为我可以让爸妈少操劳一点。我打电话回家可以开开心心地告诉爸妈我工资拿了多少，我不用他们给我钱，排班次数多的时候工资也多了，还可以存钱给爸妈买点小礼物，嗯，目前来讲，这我最大的幸福。","2017-10-11 11:59:36","4448","2","0"
"18823","圈外人是这样的啦……习惯就好","2017-10-11 12:03:42","4454","1","0"
"18824","或许这些情况，我和你差不多，所以我觉得你挺棒的。有上进心比什么都重要。","2017-10-11 12:07:03","4448","0","0"
"18825"," @#6 一整个暑假在外打工，让我更加更加珍惜和家人在一起的时光。你说的很好。我总是纠结于得不到的，不过知足才常乐。知足但是不满足，所以继续加油~你也是很棒的~(๑´ㅂ`๑)","2017-10-11 12:13:06","4448","0","0"
"18826","也许她也在说:“嘿，回头呀，我在这里”
哈哈哈","2017-10-11 12:13:13","4455","0","0"
"18827"," @#7 我也试过整个假期都在外打工的日子。高三那年暑假，进厂工作，白夜班都做，白夜颠倒地过了两个多月，刚刚结束的暑假我也在工作，匆匆回家一个星期就要开学了。既然上天只赋予我们这样的生活，那我们就一点一点去改变就好了(^_^)","2017-10-11 12:17:33","4448","0","0"
"18828"," @#4 没用的，我是被吵醒了以后睡不着...","2017-10-11 12:49:49","4458","0","0"
"18829","此评论已被删除","2017-10-11 12:51:15","4458","0","0"
"18830","此评论已被删除","2017-10-11 12:52:55","4458","0","0"
"18831","同悄主，加好友吧?","2017-10-11 14:02:14","4445","0","0"
"18832"," @#8  @#9 怎么加？不想在这里暴露消息","2017-10-11 14:05:09","4445","0","0"
"18833"," @#13 。。。。","2017-10-11 14:12:40","4438","0","0"
"18834","对呀???要不你留吧？？","2017-10-11 14:16:41","4445","0","0"
"18835","小灯神有没有什么办法@灯","2017-10-11 14:16:54","4445","0","0"
"18836"," @#10 我来吧844506679","2017-10-11 14:17:31","4445","0","0"
"18837","祝你幸福，过往的放在心里的最深处，重新追逐自己的幸福生活吧","2017-10-11 14:27:23","4459","0","0"
"18838","我为什么关注到了“他们”。。。","2017-10-11 15:17:46","4452","1","0"
"18839","哎，我也突然好害怕。感觉到了社会之后感情没有那么纯粹。总觉得以后要被逼着相亲……","2017-10-11 17:42:44","4462","1","0"
"18840","我TM也这样，害怕?相亲加一，不管了，好好学习，减肥，兼职赚钱，到社会能挣钱就行了。","2017-10-11 18:00:43","4462","0","0"
"18841","同楼上，看完就觉得，又是一出伦理剧","2017-10-11 18:10:14","4452","0","0"
"18842","其实女生想要一个已经长大的男孩。","2017-10-11 18:16:37","4462","4","0"
"18843","会把，应该这叫爱情洁癖","2017-10-11 19:04:44","4466","0","0"
"18844","你还没长大，怎么放心把自己交给你","2017-10-11 19:06:23","4462","0","0"
"18845","  @#2 我是一楼，目前也是这样想的●﹏●不管未来怎样，先好好学习好好挣钱自己养活再说吧","2017-10-11 19:11:24","4462","0","0"
"18846","立介摄影。在麦当劳旁边的巷子里面，可以通过公众号预约。","2017-10-11 19:20:59","4465","0","0"
"18847","要不你试着联系下前男友？","2017-10-11 19:31:06","4464","1","0"
"18848"," @#1 我们大概已经没机会了","2017-10-11 19:53:44","4464","0","0"
"18849","不会～只是觉得很平静去对待了。可能因为我是男的吧","2017-10-11 20:27:21","4466","0","0"
"18850","现在多了灯彦祖这个途径脱单了，哈哈","2017-10-11 20:30:51","4464","0","0"
"18851","社团部门啊，但是话又说回来，彼此喜欢也很难啊！大多是暗恋 或者单相思","2017-10-11 20:35:24","4464","2","0"
"18852","嗯，和三楼一样","2017-10-11 21:11:41","4464","0","0"
"18853","此评论已被删除","2017-10-11 21:34:33","4462","0","0"
"18854","我看到前女友的照片有些嫉妒","2017-10-11 22:17:53","4466","0","0"
"18855","爱情和生活，是两种不同的人生状态","2017-10-11 22:57:47","4462","0","0"
"18856","我也这么觉得 然后就无欲无求了","2017-10-11 23:18:46","4469","1","0"
"18857","确实，一半对待前任不都是双删么","2017-10-11 23:25:19","4466","0","0"
"18858","后勤楼不是有家华工照相馆吗？那边还可以啦，价格也不高","2017-10-11 23:56:14","4465","0","0"
"18859","加油加油！","2017-10-12 00:29:23","4467","0","0"
"18860","从校服到婚纱，真的不容易，除了你爱她，她爱你，而且还的挺过激情期，磨合期，平淡期，最后发现彼此真的能更开心，才会下定决心走入婚姻，感觉这样的感情更长久，更稳定以后的路也不会难走，但是相亲就不一样，都是抱着赶快结婚的目的，对方没那么如意的在这个时候也变得不得不如意了，所以相亲需谨慎啊！周围人好多不幸福的先例，恐惧恐惧。可是从校服到婚纱的爱情在哪呢？没有一哥人愿意陪你从爱情到婚纱。","2017-10-12 08:27:01","4475","4","0"
"18861","不会啊有那么一个人无论什么时候看到都觉得很开心","2017-10-12 08:44:05","4466","0","0"
"18862","爱情有什么用，我只要钱！！","2017-10-12 08:46:29","4462","0","0"
"18863","此评论已被删除","2017-10-12 09:10:36","4475","0","0"
"18864","我啊我啊我啊","2017-10-12 09:12:41","4470","0","0"
"18865","所以不想走上相亲这条路。出校园后我觉得找不到这么纯粹的爱情了。","2017-10-12 09:19:24","4475","1","0"
"18866","趁年轻就多主动，主动才有故事。身边有喜欢的不要暗恋，直接追啊，大不了就失败一次，有什么？说不定你就成功了呢？有觉得不错的，多了解多接触，感情是慢慢有的。你不主动，那爱情都是别人的。","2017-10-12 09:36:21","4475","1","0"
"18867","女生也追吗？","2017-10-12 09:48:44","4475","0","0"
"18868","希望能上华工小灯神的推送","2017-10-12 10:31:29","4468","0","0"
"18869","又是相亲，想想都绝望，咱们换个话题可好???","2017-10-12 12:10:50","4475","1","0"
"18870","相亲只不过是一种形式，令你多了一种选择罢了。两个有趣的灵魂相遇，方式有很多，关键是自己怎么去对待和选择","2017-10-12 12:46:14","4475","0","0"
"18871","阿姨：小林啊，你现在一个月工资能拿到两万以上吗？

小林：……也没有了。

阿姨：我听说大城市的压力很大的，人家都说拿不到两万以上，根本没法生活的呀。

小林：还好还好。

阿姨：那你在公司里做到什么程度了呀？当经理了吗？

小林：额……没有。

阿姨：那你还不如我家xx呢，听他说领导在提拔他呢，估计要涨不少工资呢。

小林：哦……

阿姨：哎呀那你不如回来工作呀，让你姨夫帮你去他们单位吧……家里工作工资虽然没那么高，但是消费低呀，还能在爸妈身边，感觉不是更好吗？

小林：现在工作很好，暂时还没这个打算……

阿姨：那你找男朋友了没啊，其实女孩子工作没有那么重要的，找个男朋友养你就行了，没必要那么拼命，青春没有几年的，你看看你姐，男朋友对她多好啊……

小林：……
。。。。。。。。。。","2017-10-12 13:05:29","4475","1","0"
"18872","读个研，可以续3年相亲命","2017-10-12 13:13:19","4475","1","0"
"18873","哦","2017-10-12 15:07:43","4477","0","0"
"18874"," @#1 可以分享一下嘛","2017-10-12 16:21:46","4470","0","0"
"18875","心疼你，，也许只是到了恋爱的叫什么期来着，反依赖期？会想要有自己的空间和时间吧？？？再坚持一下就好了","2017-10-12 17:31:13","4468","0","0"
"18876","相亲就是将就了吗？将就还不是看你愿不愿意？相亲也有好男人的。","2017-10-12 17:53:59","4475","0","0"
"18877","同华农，来支持一下","2017-10-12 18:50:35","4467","0","0"
"18878","希望所有的美好的爱情 都能有美好的结局。加油，to be a better man，一起努力。","2017-10-12 19:42:30","4427","0","0"
"18879","万一那个没带伞的女孩有男朋友怎么办？","2017-10-12 20:47:41","4478","0","0"
"18880"," @#1 想怎么办就怎么办","2017-10-12 20:48:50","4478","0","0"
"18881","任何境况都有相对应的过法，加油","2017-10-12 22:16:18","4480","0","0"
"18882","平时有空就多去游泳池泡泡水，习惯了在水里的感觉之后再多扑腾几下就学会了，这是我的经验","2017-10-12 22:20:00","4479","0","0"
"18883","这是段美好的经历不是嘛。","2017-10-12 22:29:48","4482","0","0"
"18884","天下大学一般难！","2017-10-12 22:45:48","4464","0","0"
"18885","乍一看，还以为是我什么时候写的呢(›´ω`‹ )
真是～","2017-10-12 22:52:56","4482","0","0"
"18886","你没怎么了，这只是你美好青春","2017-10-12 23:03:05","4482","0","0"
"18887","我在梦雨中漫步
高歌一曲霓裳舞
享受自然的赐予
酝酿青春的情愫
期待卿之环湖路
恰如其分的相遇
若前世回眸送目
似旧时莞尔倾慕","2017-10-12 23:03:15","4478","3","0"
"18888","随手写的，见笑了(›´ω`‹ )","2017-10-12 23:04:13","4478","0","0"
"18889"," @#4 很行","2017-10-12 23:04:34","4478","0","0"
"18890","又不是没有游泳眼镜……头在水下有啥好怕的……","2017-10-12 23:04:50","4479","0","0"
"18891","存在即合理本身就是一句扯淡的话","2017-10-12 23:06:51","4469","0","0"
"18892","握手楼主，我也是这么想的啊，你这几句悄悄话完全说出了我的心声啊(#ﾟДﾟ)
我一直在想……跟初恋一起校服到婚纱","2017-10-12 23:23:23","4475","0","0"
"18893","有时，对部门或者社团的某个人有好感却发现TA已脱单了","2017-10-12 23:25:48","4464","0","0"
"18894","加油，我也是位在减肥路上奔跑的同学","2017-10-12 23:27:30","4454","0","0"
"18895","圈子不大，身边没有男生，班上只有一个男生","2017-10-12 23:36:33","4484","4","0"
"18896","我爱你呀","2017-10-12 23:44:26","4485","2","0"
"18897","加油！一切都会过去的！","2017-10-12 23:48:04","4467","0","0"
"18898","不会跟男生做朋友","2017-10-12 23:48:54","4484","0","1"
"18899","不想脱单，更不想将就，也不怕孤独，做许多许多自己想做想要尝试的事情上","2017-10-13 00:04:09","4484","1","0"
"18900","同悄主???第一次下水就溺水了，现在特别怕水，感觉这辈子都学不会了吧??","2017-10-13 00:07:20","4479","0","0"
"18901","此评论已被删除","2017-10-13 00:33:20","4484","0","0"
"18902","加油加油，平常在宿舍里拿脸盆多练练，带上泳镜，深吸一口气，把头伸进水里，憋四秒，抬头换气一秒，每次练习三分钟，等水性好了自然就不怕水咯。","2017-10-13 00:38:34","4479","1","0"
"18903","稳住，会有猫的","2017-10-13 01:13:56","4486","0","0"
"18904","圈子不大，没有什么异性。想谈恋爱，对喜欢的人又怂于理性实际；随便找吧又不想将就，而且不想随便对人负责也不想对人不负责。综上所述：没有钱，超过1块钱的活动都不参加才是主要原因","2017-10-13 01:19:31","4484","2","0"
"18905","而是让我体会人生？告诉我成长就是把自己磨得没有棱角？","2017-10-13 01:24:03","4478","0","0"
"18906"," @#6 这，太长了，短一些","2017-10-13 01:25:20","4478","0","0"
"18907"," @#8 不厚道地笑出了声哈哈哈哈哈哈嗝","2017-10-13 01:26:47","4475","0","0"
"18908","我也不是的，但是我觉得大学课程好水，不累好吧","2017-10-13 01:28:52","4467","0","0"
"18909","作业什么的，水水就过了","2017-10-13 01:29:42","4467","0","0"
"18910","收获一次伤，差不多就长大了一点，没有谁是天生就懂这些的收获","2017-10-13 01:32:03","4462","0","0"
"18911","大家好，给大家介绍一下，这是敲可爱的女朋友@楼猪","2017-10-13 01:34:30","4452","0","0"
"18912"," @#7 危难时刻伸以援手
窘迫时刻视若无睹
有没有少一个不字啊","2017-10-13 01:37:14","4478","0","0"
"18913","没有","2017-10-13 01:38:05","4478","0","0"
"18914","此评论已被删除","2017-10-13 01:39:11","4478","0","0"
"18915"," @#8 别人在窘迫的时候不向你求助当然视若无睹啦","2017-10-13 01:39:53","4478","0","0"
"18916","你怎么知道人家不喜欢你，好多人都死在了半路上。所以你不能死","2017-10-13 09:03:39","4482","2","0"
"18917","刚决定周末晚上去游泳，就降温了","2017-10-13 09:05:02","4479","0","0"
"18918","可是我还是喜欢他","2017-10-13 09:06:32","4486","1","0"
"18919","为什么要瑟瑟发抖。。。","2017-10-13 09:29:38","4481","0","0"
"18920","祝成为炮友","2017-10-13 09:45:25","4485","1","7"
"18921","一看二楼就没有经历过真爱真可怜啊","2017-10-13 09:52:47","4485","3","0"
"18922","2L收皮啦，祝悄主99","2017-10-13 09:53:20","4485","2","0"
"18923","以及 我也爱你","2017-10-13 09:54:13","4485","1","0"
"18924","13631429997","2017-10-13 10:11:16","4470","0","0"
"18925"," @#1 如果连看看图书馆妹子的这最后一点心愿都失去了。。","2017-10-13 10:16:22","4481","0","0"
"18926","喜欢的男生不喜欢我","2017-10-13 11:02:50","4484","0","0"
"18927","经过多次撩妹失败的教训，我觉得妹子不是追来的，而是吸引来的，修炼一下再来吧","2017-10-13 12:20:25","4482","1","0"
"18928","最主要的还是没钱","2017-10-13 12:28:49","4484","1","0"
"18929","不知道耶，大不了找个其他理由请假咯。","2017-10-13 12:30:33","4487","0","0"
"18930","一天学会的人不是很理解别人在怕什么","2017-10-13 12:31:02","4479","0","0"
"18931"," @#6 哦。。。","2017-10-13 13:20:12","4479","0","0"
"18932","喜欢是有时效性的，爱更多的是责任，没有一辈子的喜欢，但有一辈子的欢喜和爱。时间真的过得很快，一辈子很长也很短，可以拥抱的就不要放手。","2017-10-13 14:49:54","4486","1","0"
"18933","试着在群里多发言，不一定要成为话题中心，只要试着去参与话题就好。多给他人的票圈点赞或评论，不需要刻意奉承，自然就好。多参加部门活动，别当旁观者，要当参与者。总结来说就是，刷存在感。人际网络就是这样来的。","2017-10-13 15:13:01","4488","0","0"
"18934","圈子不大，太看颜，人还怂","2017-10-13 15:51:18","4484","0","0"
"18935","事实上，很多长得漂亮的  都没有对象~_~","2017-10-13 15:53:25","4469","0","0"
"18936","早日分手","2017-10-13 16:07:45","4485","0","0"
"18937","顶一楼，想在群里bb就大胆bb","2017-10-13 17:23:29","4488","0","0"
"18938","总觉得二楼回复得很有感觉……","2017-10-13 17:24:56","4486","0","0"
"18939","感觉追女孩子需要花太多心思了，没经验。。。想追又不会，希望有那种水到渠成的，可惜圈子又不大，不太热衷于集体活动","2017-10-13 17:51:01","4484","0","0"
"18940","主要是不敢循序渐进的练习了，大多数人都是头不敢下水，然而我爸六七岁就直接叫我从潜泳开始，在水下狗刨过去，然后他把我捞起来? ","2017-10-13 17:55:24","4479","0","0"
"18941"," @#3 或许这种态度只是一种安慰自己的错觉。","2017-10-13 18:01:40","4469","0","0"
"18942","楼上有女票没？好奇而且 @#4 ","2017-10-13 20:33:38","4486","0","0"
"18943","感觉怒情商好高啊！","2017-10-13 20:34:10","4486","0","0"
"18944"," @#6 我……我也觉得记己怒商很高","2017-10-13 20:40:30","4486","0","0"
"18945","我觉得是心理原因吧，我很怕水的，以为一辈子学不会了。教练教我的时候说你游一游试试不会淹的，但我还是怕，我觉得他铁定坑我，觉得溺点水才学的会。因为我怕所以没会。后来我父母一个十几年的朋友，我阿姨来泳池教我，其实也没教，就站我旁边看着。我心想她和我父母这个关系敢看着我溺水吗？肯定不会。所以我居然一次性游出去了会游了…（前提是我知道游泳姿势）所以真的是迈不过心理那一关。","2017-10-13 21:00:00","4479","0","0"
"18946","就算破坏了“雅致”不也是陌生人对你的温柔吗 ta有什么理由给你温柔呢 无论如何陌生人给了我善意和温柔我都会感谢他，并且体贴的不会告诉他“你打扰了我的雅致”。这是我对他的善意的一种回应。","2017-10-13 21:02:25","4478","0","0"
"18947","不是，我觉得你情商好高，那个怒字打错了? @#7 ","2017-10-13 21:20:32","4486","0","0"
"18948"," @#9 我也知道是心理原因(ಥ_ಥ)感觉就是那一瞬间的事情，如果迈过那一关了就能学会了……总是很怕自己被淹了都没人知道","2017-10-13 21:28:41","4479","0","0"
"18949","不用找理由啊，直接跟辅导员说。辅导员还会开导你的","2017-10-13 21:36:54","4487","0","0"
"18950","谢谢各位，我已经请假了，直接坦白自己精神状态不好，辅导员也很谅解，谢谢楼上两位的答复～谢谢～","2017-10-13 21:38:35","4487","0","0"
"18951","和你一样。不过我希望有那种就是平时各忙各的，有时间有需要再聚一起的朋友。不会因为少联系而生疏的朋友。","2017-10-13 23:24:40","4491","0","0"
"18952","重要的是没有喜欢的人，好感和喜欢是不同的","2017-10-14 00:12:45","4484","0","0"
"18953","可以啊，可以不那么好的啊，完全可以。
负能量爆棚的感觉对吗？那就给自己放个假吧。","2017-10-14 00:19:02","4492","0","0"
"18954","没事的，别把他们想得很厉害，大家都差不多的，半斤八两。展现真实的你就可以了，其实都是小事来的。","2017-10-14 00:20:23","4488","0","0"
"18955","对啊，把自己宠成baby，有何不可","2017-10-14 00:46:01","4490","1","0"
"18956","主要是，在水下全身肌肉会绷紧，那样连气都换不了","2017-10-14 01:07:18","4479","0","0"
"18957","追求不就是为了让对方喜欢上你吗？少年你勇敢追求所爱没错呀，可能你的方法没用对或者确实你不是对方喜欢的类型而已。","2017-10-14 08:29:19","4482","2","0"
"18958","我是比较后学会游泳的，重要的是慢慢来，绝不要想我可以在某次就突然学会游泳了。我学的是蛙泳，据说比较简单，那种刚开始在水下如被世界抛弃的感觉真不好受，可以先在池边练习，到敢踮着脚到处走克服对水的恐惧，再找人帮助看着可以随时扶你情况敢划一小段，对这时你还不会换气，在水里扑腾争取狗刨只要能浮起换气就行，之后就是向标准练习了。","2017-10-14 09:00:35","4479","0","0"
"18959","楼上说的对，给鸡儿放个假吧","2017-10-14 09:54:27","4492","0","0"
"18960","“女生找男朋友不一定要找帅的，但一定要找自己喜欢的”
“那你喜欢什么样的”
“我喜欢帅的”","2017-10-14 12:30:05","4494","2","0"
"18961"," @#1 我喜欢又帅又贴心的^_^哈哈","2017-10-14 12:30:58","4494","3","0"
"18962","此评论已被删除","2017-10-14 12:35:02","4496","0","0"
"18963","我哪里有这么好呀！哈哈哈","2017-10-14 12:36:50","4493","1","0"
"18964","我游泳头是不进水的，毕竟如果有什么意外入水，水肯定是不干净的，入水感觉眼睛要瞎……","2017-10-14 12:46:05","4479","0","0"
"18965"," @#1 (⁄ ⁄•⁄ω⁄•⁄ ⁄)","2017-10-14 12:49:59","4493","1","0"
"18966"," @#13 那怎样游呀？狗……狗刨式？（我一直想学头不进水的游泳，但是听室友说那前提是先学会了头在水下的正常的方式之后再自己探索的(ಥ_ಥ)）","2017-10-14 12:50:47","4479","0","0"
"18967","我从小游泳几乎都不把头入水的，动作像是狗刨式，但我很雅观的……。","2017-10-14 12:54:50","4479","0","0"
"18968","我蛙泳不会，自由泳经常呛到水，蝶泳不会，只喜欢自己的方式游泳，哈哈","2017-10-14 12:55:58","4479","0","0"
"18969"," @#16 雅观的狗刨式哈哈哈(･ิϖ･ิ)っ为你打电话","2017-10-14 12:57:22","4479","0","0"
"18970","啊，好咯，不相信我","2017-10-14 12:58:50","4479","0","0"
"18971"," @#18 相信的(๑• . •๑)","2017-10-14 13:00:04","4479","0","0"
"18972","此评论已被删除","2017-10-14 13:23:47","4479","0","0"
"18973","有机会让你瞧瞧哈哈","2017-10-14 13:24:25","4479","0","0"
"18974","那你怎么进的学生会....","2017-10-14 14:34:14","4497","0","0"
"18975","万般皆下品 惟有CS高","2017-10-14 15:01:00","4496","0","0"
"18976","时间会同化一部分人，","2017-10-14 17:06:50","4497","0","0"
"18977","想得到又不敢触碰的喜欢","2017-10-14 18:20:57","4499","0","0"
"18978","向CS大佬低头","2017-10-14 18:21:29","4496","1","0"
"18979","这种行为的确不好，穷也要有原则","2017-10-14 20:33:17","4500","0","3"
