"id","gender","grade","content","award","publishTime"
"10918","男生","大二","灯神啊，我是个中国好室友，想找一个人在西区合租呢。","一整个中国好室友哈","2017-09-22 09:03:24"
"10919","女生","大三","呜呜呜～有没有小天使捡到了我的手表，玫瑰金色的很细小，天王的，大概掉在了北四到北区篮球场拿快递的路上，它对我意义重大，如果能找到一定重谢重谢","在我能力范围以内的一切都ok","2017-09-22 09:07:51"
"10920","女生","大三","有一些化妆品小样需要转手，包括雪花秀、兰芝、雅诗兰黛、SKII...大牌小样全砸自己手里有点可惜，如果你也需要，烦请联系我，谢谢","一个总喜欢发福利的朋友","2017-09-22 09:20:45"
"10921","女生","研究生","有一种绝望叫电脑开了半小时都还在登录状态的。虽然用了快6年，可以还是想让它再撑一年，好歹到了7年之痒再分手哇。所以小灯神我想我找个会除尘的同学帮忙给我电脑除个尘~","请吃饭必须得","2017-09-22 09:57:31"
"10922","女生","大三","想找个小美女（很多个也可以哟）选国庆假期的几天（3 4 5号左右出发，前两天已经不好买票啦）去周围的旅游城市（像桂林呀北海呀厦门呀深圳呀等等等等）玩两三天，不要太远就好，高铁四五个小时以内都可以接受，自由行哦??","一个一起旅游过的好朋友??","2017-09-22 10:11:38"
"10923","女生","研究生","北校找一个每天约图书馆的同学，互相监督学习，最好会游泳～","","2017-09-22 10:42:21"
"10924","男生","大三","灯神应该靠谱的吧，有没有大四或者研究生学长转卖电动车啊，最好能五山这边面交。","聊的不错可以交个朋友～","2017-09-22 10:56:20"
"10925","男生","大四","找一个女神经 一起疯 一起闹 一起哭 一起笑 ，，，，","一顿饭","2017-09-22 10:59:50"
"10926","男生","大二","万灯，最近歌荒，想体验下其他人的歌单，于是建了个分享歌单群，想喜欢音乐的大家都加入进来✔","我的歌单? ","2017-09-22 11:22:48"
"10927","男生","大三","有电信大四普通班保研的师兄师姐吗 想询问一些保研的问题","请吃饭你说都行","2017-09-22 11:59:39"
"10928","女生","大二","我不能和舍友成为朋友，我过得很压抑，我想找个西七的女生做朋友。你愿意相信我吗，我一直都缺一个最要好的大学朋友。知心朋友，不一定发生在宿舍吧。","我愿意画画给你，愿意和你一起吃饭，一起出去玩，一起去西湖边坐一坐，看看湖水，听听鸟叫啊，一起去吃冰淇淋啊，买衣服啊。那种女孩子之间爱做的事，我们一起去做吧。","2017-09-22 13:34:45"
"10929","女生","研究生","灯神啊灯神，求帮助，我的校园网连了电脑就连不上手机，朋友推荐的Wi-Fi共享APP没有mac版的，听说苹果电脑自带Wi-Fi共享功能，按网上的流程操作了还是不行，求问有没有知道怎么弄的朋友？求帮助！","请吃饭可以吗","2017-09-22 14:07:22"
"10930","女生","研究生","灯神啊灯神，我的校园网连了电脑就连不上手机，同学推荐了一个共享Wi-Fi的app给我，可是没有mac版的，听说苹果电脑自带Wi-Fi共享功能，我按照网上的流程操作了还是不行，求一个知道知道开苹果电脑共享Wi-Fi的同学，不想每次玩手机都耗流量了，拜托拜托！","请吃饭呀","2017-09-22 14:15:59"
"10931","女生","大四","有没有最近在找工作的孩子，明天后天大后天有个赚外快的机会，一天80块～有兴趣私聊哈～","钱～朋友～","2017-09-22 15:09:51"
"10932","女生","大二","灯神啊灯神，我想要大学物理下册的课本习题答案(╥_╥)作业太艰难了","微信红包Σ(ﾟ∀ﾟﾉ)ﾉ可以聊骚","2017-09-22 15:13:59"
"10933","男生","大一","亲爱的小灯灯，想出手一个威刚32g的U盘，6月26刚买的，还没用，有淘宝发货单，原价86，价格面议（昨天信息留错了，我是南校大二学生）","一个好价钱的接近全新的U盘，然后，可以交个朋友呀哈哈哈","2017-09-22 16:06:19"
"10934","女生","研究生","请问有没有同学参加过学校日本早稻田交流的项目呀？想咨询一下","你提咯～尽可能满足哈哈
还可以收获一个可爱的盆友～Σ(゜゜)","2017-09-22 17:28:32"
"10935","女生","研究生","请问有没有参加过学校日本早稻田的交流项目的同学呀？想咨询一下","你提咯～尽可能满足哈哈
可以收获一枚可爱的盆友～说不定还可以一起去耶Σ(゜゜)","2017-09-22 17:36:25"
"10936","女生","大二","哇，我是北校北区大二的。路过西区看到妹子在上篮球课，突然想起来到北校之后都没有打过球了：(
所以有没有妹子想打篮球啊，不是很厉害不嫌菜的那种～
如果篮球没有的话，羽毛球也可以呀。（不过不知道北校哪里可以打羽毛球来着","报答…嗯…报之以健康的身体及奇妙的友谊","2017-09-22 18:03:11"
"10937","女生","大二","灯神吖，我想找一个小伙伴国庆的时候一起学习呐——听说图书馆1-4号闭馆好生伤心T_T
嘤嘤嘤","请你喝一点点     ","2017-09-22 19:00:31"
"10938","男生","大三","求一个英文不错 容易沟通的队友 主要写论文 一起参加数学建模美赛呀（可能还有数理大赛）","","2017-09-22 19:57:14"
"10939","女生","大三","灯神啊，不知道这里有没bts的粉丝，如果有的话好想认识认识，能一起去看演唱会更好啦","","2017-09-22 20:45:00"
"10940","女生","大四","灯神啊，大四狗求创新分讲座票，怎样才知道世纪木棉讲座什么时候有","红包，朋友，一起听讲座的队友","2017-09-22 20:54:42"
"10941","女生","大三","灯神，想认识学霸，带我沉迷学习。","一顿饭？","2017-09-22 20:55:22"
"10942","男生","大二","灯神啊灯神，我希望找两本书，嗯是老师推荐看的，非常感谢！","你说","2017-09-22 21:16:39"
"10943","女生","大四","灯神啊，我这里有今年考研的书，适合英语一和数二的！快来带走它们呀～低到不行的价格！大三的同学可以提前准备一下（每年题型都差不多），大四的同学来查漏补缺一下呀！","","2017-09-22 22:34:06"
"10944","女生","大四","我这里有考研书籍，是适合英语一和数学二的，价格低到无法想象，大四同学可以查漏补缺一下，大三同学可以买来提前预热一下（每年题型差不多）。
买了幸运值爆满噢，考研分分钟的事情！","考上研究生几率大增！","2017-09-22 22:37:31"
"10945","女生","大三","灯神啊灯神，在丢表的24小时里我很难过，但是在希望破灭的时候我竟然又重新得到了我的手表，失而复得远比获得更令人开心。所以借机会感谢捡到我的手表的小天使，衷心感谢。","祝所有善良的人","2017-09-22 22:39:36"
"10946","男生","大四","灯神啊   我想要一堆创新分讲座票。急急急?","可以把你的心愿也告诉我，我会尽可能的帮你实现！","2017-09-22 23:06:21"
"10947","女生","研究生","被英语翻译虐得不轻，求一翻译大神，指点一二，谢谢了。","一个好朋友","2017-09-22 23:13:28"
"10948","女生","非在校学生","灯神呐~长期招募华工五山的在校有空闲时间的学生做志愿者，按时长开具志愿时证明！","助你毕业的志愿时~","2017-09-22 23:18:39"
"10949","男生","大一","灯神，我想找一个乒乓球友，我高中在俱乐部学过，但是现在技术丢的差不多了，会几种发球，找一个技术比我好一点的，一起提高技术，有意者扫码加我。","","2017-09-22 23:20:46"
"10950","男生","大三","又没有想打今年美赛的？之前一直想参加建模比赛，但是有些犹豫，一直拖到大三，再不试一下没机会了，所以想找人组队。我自己写过一些科研论文，也写过一点专利，但还想打一次比赛，才不觉得遗憾。希望你有一些数学基础就ok，然后最好英语写作好一些。","一个一起拿奖的朋友","2017-09-22 23:38:05"
"10951","女生","大二","可能是太久没有好好跟别人聊天了，感觉有时候心是憋在心里真的很不舒服，希望找个能有共同话题的人一起聊聊天，做一个不见面只倾诉的朋友","","2017-09-22 23:58:12"
"10952","女生","大二","似乎在华工这种男生占多数的院校里，我是弯的。显得很唐突。也许是没有发觉，也许是根本没有，身为一个深柜的妹子，以不提及此事来掩饰自己的窘迫似乎是绝好的解决方案。可总不免质疑，诺大的学校，竟没有一个与我相似的人吗。我隐匿得有些许内伤了。","给予&quot;你不是一个人&quot;的宽慰。","2017-09-23 00:59:42"
"10953","女生","大三","亲爱的小灯神，我想在这里交到一个知心朋友，如果ta是个热爱学习但又喜欢旅行的小伙伴就更好了～","一个非常有诚意的朋友","2017-09-23 01:50:57"
"10954","男生","大四","灯神啊灯神，出国的路途是孤独的，一个人备考托福GRE真的三天打鱼两天晒网，想找个一起备考的同学共同努力，求GT党队友！","你我共同成绩的飞跃！","2017-09-23 08:35:09"
"10955","女生","大三","啊啊啊啊啊，有约拍的小伙伴吗，跟拍一天展现完美的你，或者等过两天天气凉了提前拍毕业照的有吗，我只是很无聊想发财，保证呈现最美的你！有意加我微信，我发作品集给你了看","遇见最美的你","2017-09-23 09:14:31"
"10956","女生","大二","灯神啊灯神，有没有小伙伴有闲置的考六级英语的资料？？本来打算上网买的，但想到如果大家有不用了的，那就废物利用啊?","一个小红包or一杯奶茶？","2017-09-23 09:21:03"
"10957","女生","大三","最近想入lo裙的坑，有没有小姐姐带我入坑的pwp可以一起穿lo裙去cicf吗pwp","可以一起穿lo裙出去玩！","2017-09-23 09:29:12"
"10958","女生","大二","国庆去香港玩耍，需要香港代购的小伙伴私我呀嘻嘻","帮你代购唷","2017-09-23 09:41:55"
"10959","女生","非在校学生","听说灯神很神奇，可以让我脱单？嗯。我想脱单了，因为我太老了，94年的，然而身边并没有多少同龄单身的男孩子。。很悲催。寻找华工男研究生一枚，最好是南方的吧因为我是南方人。不要求颜值，我喜欢很man不要娘娘腔而且不熬夜的。因为听说经常熬夜死的快嘻嘻。我喜欢听歌偶尔打打游戏吧现在生活也实属无聊至极了。嗯。。我是研究生。。词穷了……其实我不想放照片，因为会有好多人看灯神，所以没有放我的正脸照，我会觉得很不好意思(T ^ T)加我的话叫我发照片我是会发的。。","","2017-09-23 09:47:03"
"10960","男生","大四","灯神啊灯神，我想问下北校校内有没有出租的单人房，不胜感激","你提，力所能及的都可以","2017-09-23 09:56:01"
"10961","男生","非在校学生","小灯神，今天（9.23）SB的等了两个小时去买SB  DUNK鞋，被告知只有官网才有的销售，心都碎了，万能的灯神有没有人在官网抢到而又想出售的，要求官网直销（真怕莆田）37-37.5码，价格高于官网不太离谱都可以接受。非诚勿扰～","合适的价格","2017-09-23 10:17:43"
"10962","女生","大二","我想找兼职，可是不敢相信网络上发布的兼职信息，有做过或者在做兼职的胖友带带我嘛(想找长期兼职，不想发传单 /撇嘴 )","兼职赚到钱给你买礼物，还有一个旁友 ?","2017-09-23 10:18:07"
"10963","女生","研究生","传说中万能的灯！屏幕碎了? 实体店修屏幕太贵，想在淘宝买屏幕来换，淘宝有视频教程，不知道有没有会换屏幕的孩纸帮我个忙，或者我们一起研究一起修也行的！(づ ●─● )づ","给你钱或者请你吃饭，或者说毕业季一起互相帮助。或者身边有朋友会的可以帮个忙吗✪ω✪","2017-09-23 10:50:11"
"10964","女生","大二","有没有国庆前去香港，求代购一点点小东西，专业代购勿扰","当然是代购费啦","2017-09-23 10:56:21"
"10965","男生","大三","小灯神，我是北校大三男生，因为十一国庆假期姐姐和妈妈要到广州来玩，所以想租两个女生宿舍的床铺，时间是10.2到10.6夜晚，可自备凉席和被子","一个朋友和一顿饭或者一个红包","2017-09-23 10:57:36"
"10966","男生","大三","谁有闲置的 曼昆的经济学原理第七版（宏观和微观）？能低价出吗？感激不尽！想入门一点经济学。","Money?陪打羽毛球？或者你说～","2017-09-23 11:21:47"
"10967","男生","大三","想找周六上午九点在博学楼108第一排中间的那位小姐姐，穿黑裙子背粉色书包打紫色伞，因为工作原因把她从108赶到了111又从111赶到了112...想请她吃饭道个歉！","一顿饭","2017-09-23 11:27:37"
"10968","女生","大三","灯神～我希望认识一些有共同爱好情商高的朋友 日常有闲一起玩耍 我是一个情商不太高说话与情绪表达直来直往的人 在陌生人前高冷熟人前逗比..平时课不会太多虽然deadline的时候还是会忙成狗..昨天刚开始投入 准备坚持work out虽然去年办了年卡才去了一两次..希望能认识聊得来的朋友一起逛吃拍照看电影 也可以一起健身泡馆准备六级哟 凌晨逛逛天光墟啥的做更多有趣的事～","交到一个好旁友❤️","2017-09-23 11:38:31"
"10969","男生","大三","想找周六上午九点在博学楼108中间第一排自习的那个小姐姐，黑色裙子粉色书包紫色阳伞，今天因为工作原因把她从108赶到了111又从111赶到了112，非常抱歉！想请她吃顿饭～","一个朋友和一顿饭","2017-09-23 11:59:23"
"10970","男生","大四","想找14级自动化一个妹子，好像是叫范钰吧。妹子你留在考研自习的东西，肯定是有一部分变质了，味道很大，很多小苍蝇。你也好久没来，我们也觉得翻你东西实在不好。所以想请你如果可以的话能不能回来一趟清一下。不胜感激","","2017-09-23 12:27:34"
"10971","女生","大三","我是个很活泼开朗的女孩，很直爽，笑起来会很疯癫，长得不用太帅，但是要过得去，身高170以上，性格要开朗，细心，贴心点哦，而且不要大男人主义的。","","2017-09-23 12:34:51"
"10972","女生","大二","万能的灯神，我想认识一个男生，他今天(星期六)8点50分左右从北区坐校巴到图书馆，然后在图书馆二楼的一个角落里自习…emmm…高高瘦瘦的，穿着短裤背着灰色的大书包…","如果可以的话请你吃饭呀","2017-09-23 12:37:00"
"10973","男生","大二","灯神啊灯神，国庆想去港澳游玩，找一起去的小伙伴，不限性别，目前有两位男生，性格都很好！不用担心相处问题，为表诚意，附张照片~","一起玩呀","2017-09-23 13:21:48"
"10974","男生","大二","灯神，我想找23号下午一点往南校专线二上坐在司机后面座位上的小姐姐啊，小姐姐食指涂红其他涂蓝，戴金色手表，白色耳机，当时怂了不敢要联系方式啊，我在综合商业南区就下了，有没有认识的同学跪求联系方式啊","一顿饭？","2017-09-23 15:14:49"
"10975","女生","研究生","请问有没有同学参加过或是想参加学校日本早稻田的交流项目的呀？想和你咨询一下","你选咯～尽可能满足哈哈
可以收获一枚可爱的盆友，说不定还能一块儿去？哈哈哈哈哈哈","2017-09-23 15:25:01"
"10976","女生","大三","灯神啊，作为一个大三还没参加过比赛的小白，我想找个参加过建模比赛的大神给我推荐点关于建模的学习资料，如果你有现成的想出也可以直接卖给我谢谢！","一个小红包☝️","2017-09-23 15:30:34"
"10977","女生","大三","我想找你，你还在吗？？？？？","","2017-09-23 15:59:41"
"10978","女生","大三","我想找你，你还在吗？？？？","","2017-09-23 16:06:03"
"10979","男生","大二","我同学嘲讽我说我找不到女朋友，还要我要证明给他看他是对的！我既生气又难过，但却毫无还手之力，有没有善良的姑娘助我一臂之力！？","一份爱(⑉°з°)-♡","2017-09-23 16:15:51"
"10980","女生","大三","我还想找你，你还在吗？？？？","Anything","2017-09-23 16:37:47"
"10981","女生","大一","想找个南校喜欢lolita或者jk的妹儿啊！！！刚刚入校真的找不到组织好气啊！我们可以一起蹲各种可爱的小裙子了！","我自己哈哈啊哈","2017-09-23 16:39:53"
"10982","女生","研究生","请问有没有同学参加过或想参加学校日本早稻田的交流项目的呀？想咨询一下","你提咯～
可以收获一个可爱的盆友，说不定还可以一起去呀哈哈哈","2017-09-23 16:41:51"
"10983","女生","大二","马上要补考概率论了！希望有个概率论大神给我讲解一下复习遇到的问题！好心人救救我呜呜呜","请你喝奶茶或者吃饭都可以","2017-09-23 18:31:05"
"10984","女生","大四","可爱又迷人的灯灯 想找个人帮忙写一篇文章 不需要特别严谨正式的那种 大四狗实在没有时间弄这个了_(:з」∠)_","有偿_(:з」∠)_","2017-09-23 19:30:56"
"10985","女生","研究生","请问有没有同学参加过或准备参加学校日本早稻田交流项目的呀？想咨询一下","你说咯～
可以收获一枚可爱的盆友～说不定还可以一起去哟Σ(゜゜)","2017-09-23 19:44:54"
"10986","男生","大二","这里是一个面向所有scuter的考研交流平台
欢迎大家在这里讨论题目、交换资料
有需要者扫码进群
（如果扫码进不了可以加我wx，我拉进群）","一群志同道合的小伙伴","2017-09-23 20:54:54"
"10987","女生","大二","大二土木狗，基础差的大学渣一枚，希望能找个同届学霸or直系学长学姐们带带我，解答一些基础题?
因为身边没有很熟的学霸同学所以求助小灯神啦。比心！","可以请吃饭请午茶，以及一个智障工科妹朋友(不嫌弃的话)","2017-09-23 21:22:31"
"10988","女生","研究生","灯神啊灯神，我想求组队华工游泳池报游泳班～一对三共10节课，每晚8点开始喔～","你会收获一个有毅力的可爱的小伙伴～","2017-09-23 22:01:50"
"10989","女生","研究生","有没有人能吃烤海鲜，组队去龙洞吧","","2017-09-23 22:39:30"
"10990","女生","大一","有朋友喜欢岚朋友吗
想认识黄紫担一起吃土一起为岚朋友打call","用爱发点回报","2017-09-23 22:43:16"
"10991","男生","大一","广州本地人 可以教你学粤语歌等一系列广东文化 交交朋友","没","2017-09-23 23:25:34"
"10992","女生","大三","想问问北区有没有作息良好的女生宿舍有多床位愿意接收人的TAT这学期新来的舍友每天用机械键盘打游戏到半夜，已经严重被她影响了学习和睡眠(沟通无用)，希望能换个宿舍以求解脱……我可以带来很多福利的呀，愿意的妹子请联系我QAQ","私下我告诉你呀～","2017-09-23 23:44:47"
"10993","男生","大四","大四 175 性格还好 爱好都是那几样 喜欢可爱一点 聊的来的。","","2017-09-23 23:50:13"
"10994","男生","大二","我想知道15级机电班最高的女生有没有男朋友?感觉错过就没机会了","成了那报答就大了","2017-09-23 23:57:50"
"10995","女生","大二","国庆去香港玩耍，有需要代购的小伙伴可以私我呀","帮你代购呀","2017-09-24 00:01:24"
"10996","女生","研究生","灯神啊灯神，我是华工土交学院研究生，因老师项目需要急招调查员，时间为下周三周四，地点为广州各个地铁站
希望有意愿的同学及时联系我
一天四百不是梦
挣了钱国庆就可以起飞啦","","2017-09-24 00:14:26"
"10997","女生","大三","身高167，很胖，脾气不好，很不温柔，喜欢讲粗口，不想脱单","","2017-09-24 00:20:15"
"10998","男生","大二","灯神呀灯神，想给我的小甜区拍找个新归宿，拍框就一般羽毛球拍甜区那么大，练击球点的准确性，想要的小朋友私聊呀","","2017-09-24 01:21:54"
"10999","男生","大五","灯神，我想要一张校园卡，校园卡，校园卡(说三遍)用到考研结束。。感激涕零","我的三宅一生男香还剩一点，可以忍痛割爱。或者，我的GR2相机，考研期间可以随时借用(一定要还啊) 。另外我也可以带你健身入门(男女皆可，增肌减脂都行)。拜托啦，就当交个朋友咯。","2017-09-24 01:33:46"
"11000","男生","大五","本人由于个人原因想用高德置地贝美特健身房（明年七月到期）会员卡交换五山奥林健身房的会员卡，希望你的健身卡至少可以用到明年6月吧，我可以补一些差价给你","","2017-09-24 02:32:59"
"11001","女生","大三","最近开始吃土了，所以非常渴望一份家教工作orz最好能是小学生的，轻松一点…其他的也可以！！！请大家拯救一下吃土少女orz","都可以~","2017-09-24 09:48:26"
"11002","女生","大三","灯神~前天的歌单群满人啦要邀请才能进去，有没有小天使在群里可以邀请一下我啊~\\(≧▽≦)/","给你分享好多好听的歌？","2017-09-24 09:51:12"
"11003","男生","研究生","灯灯，我是华工设计学院男生，想找有没有女王可以收留我的。我是抖m啦。爱画画，摄影也不错。愿意为女王捏腿捶背做狗做马。有兴趣的女王可以加我，也欢迎小姐姐推荐认识认识。我的微信号hlk15207082463","一顿大餐加一套衣服加一场电影加无限次按摩服务，也可以免费拍次摄影作品","2017-09-24 10:29:02"
"11004","女生","大三","求辅修的保险学原理的书～～希望能便宜出。同时求这学期要上辅修的保险学原理这门课的同学，有事相求（很简单的）……所以……哈哈，联系我啦","红包？你喜欢","2017-09-24 10:43:30"
"11005","男生","研究生","灯灯，我是华工设计学院的男生。想找一位女王大人。我平時喜欢画画，摄影，还有点抖m。可以为女主妹子做狗做马，包括不限于买零食，请看电影，被教育，请吃饭。可以加我微信hlk15207082463，如果有小姐姐认识的也欢迎推荐，同样厚礼向赠。","","2017-09-24 11:36:18"
"11006","女生","大三","万能的灯呀，想知道有没有喜欢李常超（lao亁媽）的妹纸，一起组队去南京看他的跨年演唱会呗(^_^) ","一个一起看演唱会的同伴","2017-09-24 11:59:07"
"11007","女生","大二","灯神啊我的绿卡丢了?? 我好像发现得挺晚的 可能是前天吃完晚饭回宿舍的路上掉的吧…  卡号是2016******22 不知道还能不能找回来?","","2017-09-24 12:30:05"
"11008","女生","大二","灯神啊我的绿卡丢了??我好像发现得比较晚 可能是前天吃完晚饭从二饭回宿舍的路上掉的... 不知道还能不能找回来?","","2017-09-24 12:34:14"
"11009","女生","大二","灯神啊我的绿卡丢了??我好像发现得比较晚 可能是前天吃完晚饭从二饭回宿舍的路上掉的... 不知道还能不能找回来?","","2017-09-24 12:36:16"
"11010","女生","大二","灯神啊我的绿卡丢了??我好像发现得比较晚 可能是前天吃完晚饭从二饭回宿舍的路上掉的... 不知道还能不能找回来?","","2017-09-24 12:39:16"
"11011","男生","大五","本人由于个人原因想用高德置地贝美特健身房（明年七月到期）会员卡交换五山奥林健身房的会员卡，希望你的健身卡至少可以用到明年6月吧，我可以补一些差价给你","","2017-09-24 13:09:55"
"11012","男生","大三","准备考雅思了 想找人练口语 目前小队成员有3人（男） 想凑够四人这样效率高点，时间一般都是晚上9左右 或者下午放学后 ","一块备考","2017-09-24 13:47:58"
"11013","男生","大二","求十一小伙伴们来一次说走就走的旅行 想去厦门和周边玩三四天 有意者快来一起商量一下吧","同行的小伙伴","2017-09-24 14:37:23"
"11014","女生","大一","今天学创知管面试那个坐在后排的高高帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅的面试官是谁啊 好想认识他！","","2017-09-24 15:06:10"
"11015","女生","大三","灯神啊灯神，我是一名大三学生，因为课余时间较多所以想找一份家教。本人家教经验较多，希望能有合适的家教推荐给我~蟹蟹蟹蟹","一个红包或者请你吃饭~请你看电影也行呀~","2017-09-24 15:32:31"
"11016","女生","大四","灯神晚上好，这里是外校的大四狗一只。准备12月战日语N2，有一起的小伙伴么？想周日约个广图啥的，对去广图学习有一种执念orz...然后自己很懒。求长期&amp;抖S属性的队友。","_(:з」∠)_俺请你看个刀剑神域好不好。","2017-09-24 16:20:43"
"11017","女生","研究生","灯神啊灯神，我想要找到华工对学校孔子学院项目知晓情况的人，不论男女，不论校区。","报答可面谈?","2017-09-24 16:53:02"
"11018","男生","大二","找几个对计算机视觉感兴趣的同学共同学习，交流经验之类的～最好有一定基础(๑´∀`๑)","一个知心朋友及各类国内外比赛奖项～","2017-09-24 17:35:08"
"11019","男生","大二","因为被同学放鸽子 导致十一假期出游计划泡汤 
只能好去附近的港澳转转了 有想去的小哥哥小姐姐吗 我们可以一起组队去啊~","一个同行的小伙伴哦~还可以一起分担住宿费用","2017-09-24 17:46:25"
"11020","女生","大三","灯神啊灯神，我是华工南校大三的女生，想学阿拉伯语，已经联系到一位母语是阿拉伯语的老师但是一个人学太无聊，想找一个同样想学阿拉伯语的互相监督，一起学习","多一个技能加身啦","2017-09-24 19:11:09"
"11021","女生","大二","小灯灯，我想一个找一个华农大三学金融的长发飘飘的小姐姐，我是跟你用英语交谈的大二学生Shelly，发现互相加不了微信，后来就没联系，如果你能看到这条信息请加我一下，记得你的微信名好像是FeiXiangMengZhiDao","私下协商","2017-09-24 19:16:47"
"11022","女生","大三","灯神啊 灯神 我想加入校级游泳队啊 不知道要什么途径才可以联系到相关组织呢？","一个好朋友","2017-09-24 19:36:15"
"11023","男生","大三","已经每天坚持跑步1个多月了，感觉有点坚持不下去了，有木有朋友一起互相监督互相鼓励。我也在健身，可以教你一下健身塑身方法，男女都可以，go","一份坚持和好身材","2017-09-24 19:39:17"
"11024","男生","大二","神灯dalao…我是张被掉落地上的绿卡…是酱紫的，在9月24号应该是傍晚时分 ，我的主人带着我经过北区篮球场蜜蜂箱的时候不知道用了什么动作把我和另外几张卡一块拉了出来 ，掉到了地上...可是主人应该没发现，我们好几张卡一起呐喊都叫不回来，不过还好，现在我被一个同学捡起来了，让我来这许个愿看看可不可以找回主人…主人是14级的机械与汽车工程学院的女童鞋，何XY。如果主人或者认识她的同学看到的话记得来找我。。。务必。。。","","2017-09-24 20:06:23"
"11025","女生","大二","万能的灯神呀，我这学期想参加美赛学点其他东西~现在都有在看建模的书和学习matlab~想找一个有经验的师兄或师姐carry一下，我很靠谱的(ಥ_ಥ)","","2017-09-24 21:04:18"
"11026","男生","大二","男神灯，今天（24号）晚上从华师C出口隔壁大厦一起出来的那个华农的同学，你很可爱啊嘿","国庆约起来啊","2017-09-24 21:16:45"
"11027","女生","大三","灯神啊灯神～想找个最好会拍照的菇凉在国庆一起组队去澳门玩啊～计划打算住银河度假村一天可以顺便玩天浪淘园 然后再去周围逛逛拍拍～回来去珠海长隆海洋王国玩一天也成","一个会吃会玩能聊天的万能旅游达人～","2017-09-24 21:18:59"
"11028","男生","非在校学生","灯神啊灯神，我想要一张华工的校园卡进图书馆学习。","私下协商","2017-09-24 21:30:18"
"11029","男生","非在校学生","灯神啊灯神，我是一个外校考华工研究生的，我想要借个校园卡进出图书馆学习，麻烦灯神","我可以做海报，可以做标志，可以做作业，可以画画，也可以吃饭，只要你要，只要我有，都可以（合理合法即可）","2017-09-24 21:45:40"
"11030","男生","大三","灯神啊灯神，我是一个迷茫的人，爱好很广泛，都是半吊子水平。我不高也不帅，有时候会去拍照，胶卷和数码都拍，拍的很烂喜欢卡帕，森山，阮义忠，帕尔，萨尔加多……认真拍照的我都喜欢。有时候看书，诗歌文学摄影史哲学都看过一丢丢丢，喜欢海子，村上，塞尔努达，毛姆……认真写作的我都喜欢。也喜欢跑步游泳骑车，铁人三项一直是我的梦想，骑过云南西藏海南，寒假想去台湾。希望认识一个可爱大方的你。","","2017-09-24 21:51:19"
"11031","女生","大三","阳光积极向上长得高","一顿揍","2017-09-24 21:52:11"
"11032","女生","大四","考研在即依旧效率低下，想找个研友互相督促互相鼓励一起泡博学楼/图书馆。希望对方是考数学二，住在华工北区的妹子（最好另一门专业课是化工原理，不是也没关系）","一起加油考研","2017-09-24 22:40:42"
"11033","男生","非在校学生","灯神灯神，我是外校考华工研究生，我需要一张校园卡，进出图书馆，","我会做海报，会做logo，会画画，只要你要，只要我有，（合理合法即可）","2017-09-24 22:45:53"
"11034","女生","非在校学生","灯神啊灯神，我想要一张饭卡，因为我是外校学生考研，希望有好心人可以帮我～","","2017-09-24 23:12:44"
"11035","女生","大二","11.11派的亚巡！有没有人想一起去看！这里有一个一直错车也不会打call但喜欢小姐姐的咸鱼！荷包有限，580、380都ok。想找同好一起去看！女孩子优先啦！","一起看小姐姐啊！","2017-09-24 23:21:57"
"11036","女生","大三","寻找有趣的灵魂","","2017-09-24 23:46:50"
"11037","男生","大一","法学院知识产权学院的张会心在9月24日晚上去外面取外卖时丢了他的卡包，卡包里面有他的蓝卡和绿卡，还有他的身份证和两张工商银行卡，如有哪位同学捡到或了解到周围的人捡到了，那么请马上联系他，失主现在十分着急，找到后失主会当面重谢。他的联系电话是17316864113,微信号是zhx19981227_.","","2017-09-25 00:08:02"
"11038","女生","大四","灯神啊，求教MATLAB orz，最好能当面教的那种，希望不要被我蠢哭。。。","请你吃饭好不好，或者你说吧～","2017-09-25 00:27:00"
"11039","女生","大三","偶像剧看多了，想找个懂浪漫的男生","一个朋友","2017-09-25 00:45:47"
"11040","女生","大三","还有五天就国庆假期啦！激动！！国庆要去香港还有台湾玩～如果有需要帮忙带东西的，愿意效劳……ps南校女生，最好不要太重太奇葩的东西……台湾小哥哥什么的不代购，我还缺帅气小哥哥认识呢……","你定咯","2017-09-25 01:04:50"
"11041","女生","研究生","灯神啊灯神，我是研一女生，我想找建筑学院的一个男生(今年应该是大四)，因为我大二的时候(在游泳课上)曾经在华工北校的游泳场溺水被该男生救起。当时心里害怕慌张，没能好好道谢，希望能找到他好好道谢。","","2017-09-25 01:34:29"
"11042","男生","大二","有谁愿意出售自己的闲置自行车吗？","","2017-09-25 07:06:49"
"11043","女生","大四","昨天在华农捡了一条狗，脖子上有项圈的棕红色贵宾，找找它主人","你的狗狗狗","2017-09-25 07:40:39"
"11044","女生","大三","灯神啊灯神~我是个摄影萌新，想找个同样喜欢摄影的你，一起摸索单反或微单、ps，拍人拍景都可以~一个月可以一起出来拍一两次~你要是小白，那我们就可以一起学~我可以带你吃吃吃~你要是可以吃辣而且在五山就更好了~我们一起浪起吧~","请你喝咖啡~","2017-09-25 08:44:09"
"11045","男生","大三","有没有人假发呀，长发短发都好，租借几天","费用您说","2017-09-25 09:15:45"
